61513	567396	https://cs.stanford.edu/people/rak248/VG_100K/61513.jpg
61514	165203	https://cs.stanford.edu/people/rak248/VG_100K/61514.jpg
61537	326071	https://cs.stanford.edu/people/rak248/VG_100K/61537.jpg
61574	377213	https://cs.stanford.edu/people/rak248/VG_100K/61574.jpg
107906	175020	https://cs.stanford.edu/people/rak248/VG_100K/107906.jpg
107909	71754	https://cs.stanford.edu/people/rak248/VG_100K/107909.jpg
107930	375464	https://cs.stanford.edu/people/rak248/VG_100K/107930.jpg
107933	410707	https://cs.stanford.edu/people/rak248/VG_100K/107933.jpg
107955	272026	https://cs.stanford.edu/people/rak248/VG_100K/107955.jpg
107964	198735	https://cs.stanford.edu/people/rak248/VG_100K/107964.jpg
150273	198596	https://cs.stanford.edu/people/rak248/VG_100K/150273.jpg
150277	356362	https://cs.stanford.edu/people/rak248/VG_100K/150277.jpg
150280	271987	https://cs.stanford.edu/people/rak248/VG_100K/150280.jpg
150290	204422	https://cs.stanford.edu/people/rak248/VG_100K/150290.jpg
150296	138501	https://cs.stanford.edu/people/rak248/VG_100K/150296.jpg
150303	340145	https://cs.stanford.edu/people/rak248/VG_100K/150303.jpg
150374	460728	https://cs.stanford.edu/people/rak248/VG_100K/150374.jpg
150384	3860	https://cs.stanford.edu/people/rak248/VG_100K/150384.jpg
150432	543332	https://cs.stanford.edu/people/rak248/VG_100K/150432.jpg
150458	155806	https://cs.stanford.edu/people/rak248/VG_100K/150458.jpg
150463	407820	https://cs.stanford.edu/people/rak248/VG_100K/150463.jpg
150474	497273	https://cs.stanford.edu/people/rak248/VG_100K/150474.jpg
150496	34120	https://cs.stanford.edu/people/rak248/VG_100K/150496.jpg
285610	58351	https://cs.stanford.edu/people/rak248/VG_100K/285610.jpg
285670	530132	https://cs.stanford.edu/people/rak248/VG_100K/285670.jpg
285684	247319	https://cs.stanford.edu/people/rak248/VG_100K/285684.jpg
285686	349354	https://cs.stanford.edu/people/rak248/VG_100K/285686.jpg
285715	245089	https://cs.stanford.edu/people/rak248/VG_100K/285715.jpg
285751	187878	https://cs.stanford.edu/people/rak248/VG_100K/285751.jpg
285766	81555	https://cs.stanford.edu/people/rak248/VG_100K/285766.jpg
285807	70159	https://cs.stanford.edu/people/rak248/VG_100K/285807.jpg
285851	517226	https://cs.stanford.edu/people/rak248/VG_100K/285851.jpg
285859	139240	https://cs.stanford.edu/people/rak248/VG_100K/285859.jpg
285896	246852	https://cs.stanford.edu/people/rak248/VG_100K/285896.jpg
285905	430428	https://cs.stanford.edu/people/rak248/VG_100K/285905.jpg
285932	425418	https://cs.stanford.edu/people/rak248/VG_100K/285932.jpg
285933	18495	https://cs.stanford.edu/people/rak248/VG_100K/285933.jpg
285946	69486	https://cs.stanford.edu/people/rak248/VG_100K/285946.jpg
285948	380279	https://cs.stanford.edu/people/rak248/VG_100K/285948.jpg
285949	108701	https://cs.stanford.edu/people/rak248/VG_100K/285949.jpg
285959	372308	https://cs.stanford.edu/people/rak248/VG_100K/285959.jpg
285992	1424	https://cs.stanford.edu/people/rak248/VG_100K/285992.jpg
285993	440291	https://cs.stanford.edu/people/rak248/VG_100K/285993.jpg
285994	406199	https://cs.stanford.edu/people/rak248/VG_100K/285994.jpg
286001	260748	https://cs.stanford.edu/people/rak248/VG_100K/286001.jpg
286034	37286	https://cs.stanford.edu/people/rak248/VG_100K/286034.jpg
286058	473131	https://cs.stanford.edu/people/rak248/VG_100K/286058.jpg
286066	6327	https://cs.stanford.edu/people/rak248/VG_100K/286066.jpg
497926	89407	https://cs.stanford.edu/people/rak248/VG_100K/497926.jpg
497950	179153	https://cs.stanford.edu/people/rak248/VG_100K/497950.jpg
497974	262937	https://cs.stanford.edu/people/rak248/VG_100K/497974.jpg
498024	316777	https://cs.stanford.edu/people/rak248/VG_100K/498024.jpg
498025	223216	https://cs.stanford.edu/people/rak248/VG_100K/498025.jpg
498032	298242	https://cs.stanford.edu/people/rak248/VG_100K/498032.jpg
498039	487288	https://cs.stanford.edu/people/rak248/VG_100K/498039.jpg
498058	227205	https://cs.stanford.edu/people/rak248/VG_100K/498058.jpg
498079	463175	https://cs.stanford.edu/people/rak248/VG_100K/498079.jpg
498092	506037	https://cs.stanford.edu/people/rak248/VG_100K/498092.jpg
498108	513758	https://cs.stanford.edu/people/rak248/VG_100K/498108.jpg
498111	44911	https://cs.stanford.edu/people/rak248/VG_100K/498111.jpg
498149	415602	https://cs.stanford.edu/people/rak248/VG_100K/498149.jpg
498151	579907	https://cs.stanford.edu/people/rak248/VG_100K/498151.jpg
498153	195352	https://cs.stanford.edu/people/rak248/VG_100K/498153.jpg
498155	148373	https://cs.stanford.edu/people/rak248/VG_100K/498155.jpg
498170	580051	https://cs.stanford.edu/people/rak248/VG_100K/498170.jpg
498175	238928	https://cs.stanford.edu/people/rak248/VG_100K/498175.jpg
498221	297387	https://cs.stanford.edu/people/rak248/VG_100K/498221.jpg
498226	488990	https://cs.stanford.edu/people/rak248/VG_100K/498226.jpg
498253	396611	https://cs.stanford.edu/people/rak248/VG_100K/498253.jpg
498258	429672	https://cs.stanford.edu/people/rak248/VG_100K/498258.jpg
498261	55618	https://cs.stanford.edu/people/rak248/VG_100K/498261.jpg
498272	297645	https://cs.stanford.edu/people/rak248/VG_100K/498272.jpg
498280	302141	https://cs.stanford.edu/people/rak248/VG_100K/498280.jpg
498281	234217	https://cs.stanford.edu/people/rak248/VG_100K/498281.jpg
498286	572171	https://cs.stanford.edu/people/rak248/VG_100K/498286.jpg
498304	364939	https://cs.stanford.edu/people/rak248/VG_100K/498304.jpg
498326	545675	https://cs.stanford.edu/people/rak248/VG_100K/498326.jpg
498339	561643	https://cs.stanford.edu/people/rak248/VG_100K/498339.jpg
498372	1355	https://cs.stanford.edu/people/rak248/VG_100K/498372.jpg
498388	389021	https://cs.stanford.edu/people/rak248/VG_100K/498388.jpg
498396	45337	https://cs.stanford.edu/people/rak248/VG_100K/498396.jpg
498398	168349	https://cs.stanford.edu/people/rak248/VG_100K/498398.jpg
498405	449847	https://cs.stanford.edu/people/rak248/VG_100K/498405.jpg
712977	543194	https://cs.stanford.edu/people/rak248/VG_100K/712977.jpg
